tic,indicator,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
SMLT,EV/S,,,,,,,,1.38,1.45,4.61,1.32,1.25,
SMLT,EV/EBITDA,,,,,,,,9.37,7.72,18.54,4.7,3.49,
SMLT,EV/EBIT,,,,,,,,13.9488,10.0926,24.0525,5.6543,4.4756,
SMLT,Коэффициент долга,,,,,,,,0.93,0.89,0.92,0.93,0.95,
SMLT,D/E,,,,,,,,12.95,8.3756,11.6259,14.121,19.5237,
SMLT,CAPEX/Выручка,,,,,,,,0.5299,0.5474,2.5588,0.6811,3.3524,
SMLT,NetDebt/EBITDA,,,,,,,,1.6396,2.5254,5.5958,1.6123,0.83,
SMLT,Долг/EBITDA,,,,,,,,2.17,2.93,5.76,5.86,5.6,
SMLT,ROE,,,,,,,,15.37,43.58,51.34,56.39,71.82,
SMLT,ROA,,,,,,,,1.1,4.65,4.07,3.73,3.5,
SMLT,Return on Sales,,,,,,,,9.88,14.37,19.18,23.28,27.85,
SMLT,ROIC,,,,,,,,15.32,17.72,11.34,12.04,11.31,
SMLT,ROCE,,,,,,,,20.934,22.8089,14.5853,15.1669,14.3269,
SMLT,Net Margin,,,,,,,,1.6899,7.4174,9.0556,8.8746,10.1898,
SMLT,Операционная маржа,,,,,,,,9.8782,14.3679,19.1799,23.278,27.8461,
SMLT,EBITDA рентабельность,,,,,,,,14.7052,18.7761,24.8758,28.0077,35.7163,
SMLT,Тек. ливкидность,,,,,,,,1.2166,1.3824,2.2031,2.4863,2.7347,
SNGS,P/E,,,,,,,1.48,19.85,2.17,,,,
SNGS,P/B,,,,,,,0.29,0.47,0.31,,,,
SNGS,P/S,,,,,,,0.81,1.34,1.5,,,,
SNGS,P/CF,,,,,,,3.6,5.03,12.43,,,,
SNGS,P/FCF,,,,,,6.16,6.33,8.1,,,,,
SNGS,EV/S,,,,,,,0.64,1.09,1.33,,,,
SNGS,EV/EBITDA,,,,,,,1.01,26.51,1.66,,,,
SNGS,EV/EBIT,,,,,,,1.0843,-256.381,1.8417,,,,
SNGS,Коэффициент долга,,,,,,,0.14,0.16,0.12,,,,
SNGS,D/E,,,,,,,0.1603,0.184,0.1386,,,,
SNGS,CAPEX/Выручка,,,,,,,9.7233,10.1354,15.9308,,,,
SNGS,NetDebt/EBITDA,,,,,,,-0.2683,-6.2082,-0.2089,,,,
SNGS,ROE,,,,,,,19.21,2.39,14.4,,,,
SNGS,ROA,,,,,,,16.56,2.02,12.64,,,,
SNGS,Return on Sales,,,,,,,59.09,-0.42,72.18,,,,
SNGS,ROIC,,,,,,,7.13,6.45,2.44,,,,
SNGS,ROCE,,,,,,,19.3042,-0.1368,13.7563,,,,
SNGS,Net Margin,,,,,,,54.6519,6.7604,69.0935,,,,
SNGS,Операционная маржа,,,,,,,26.6841,25.0183,15.3515,,,,
SNGS,EBITDA рентабельность,,,,,,,63.3776,4.1004,79.9745,,,,
SNGS,Тек. ливкидность,,,,,,,3.6359,3.684,7.1004,,,,
SNGSP,P/E,,,,,,,1.48,19.85,2.17,,,,
SNGSP,P/B,,,,,,,0.29,0.47,0.31,,,,
SNGSP,P/S,,,,,,,0.81,1.34,1.5,,,,
SNGSP,P/CF,,,,,,,3.6,5.03,12.43,,,,
SNGSP,P/FCF,,,,,,6.16,6.33,8.1,,,,,
SNGSP,EV/S,,,,,,,0.64,1.09,1.33,,,,
SNGSP,EV/EBITDA,,,,,,,1.01,26.51,1.66,,,,
SNGSP,EV/EBIT,,,,,,,1.0843,-256.381,1.8417,,,,
SNGSP,Коэффициент долга,,,,,,,0.14,0.16,0.12,,,,
SNGSP,D/E,,,,,,,0.1603,0.184,0.1386,,,,
SNGSP,CAPEX/Выручка,,,,,,,9.7233,10.1354,15.9308,,,,
SNGSP,NetDebt/EBITDA,,,,,,,-0.2683,-6.2082,-0.2089,,,,
SNGSP,ROE,,,,,,,19.21,2.39,14.4,,,,
SNGSP,ROA,,,,,,,16.56,2.02,12.64,,,,
SNGSP,Return on Sales,,,,,,,59.09,-0.42,72.18,,,,
SNGSP,ROIC,,,,,,,7.13,6.45,2.44,,,,
SNGSP,ROCE,,,,,,,19.3042,-0.1368,13.7563,,,,
SNGSP,Net Margin,,,,,,,54.6519,6.7604,69.0935,,,,
SNGSP,Операционная маржа,,,,,,,26.6841,25.0183,15.3515,,,,
SNGSP,EBITDA рентабельность,,,,,,,63.3776,4.1004,79.9745,,,,
SNGSP,Тек. ливкидность,,,,,,,3.6359,3.684,7.1004,,,,
SOFL,P/E,,,,,,,,,,,,13.49,
SOFL,P/B,,,,,,,,,,,,4.88,
SOFL,P/S,,,,,,,,,,,,0.55,
SOFL,P/CF,,,,,,,,,,,,5.37,
SOFL,P/FCF,,,,,,,,,,,,7.91,
SOFL,EV/S,,,,,,,,,,0.08,0.81,0.66,
SOFL,EV/EBITDA,,,,,,,,,,1.5,17.61,10.82,
SOFL,EV/EBIT,,,,,,,,,,2.7547,6.0843,8.4459,
SOFL,Коэффициент долга,,,,,,,,,,0.95,0.78,0.89,
SOFL,D/E,,,,,,,,,,18.2289,3.571,7.7502,
SOFL,CAPEX/Выручка,,,,,,,,,,1.9975,2.6349,3.3096,
SOFL,NetDebt/EBITDA,,,,,,,,,,1.4996,0.2239,1.8109,
SOFL,Долг/EBITDA,,,,,,,,,,2.62,5.41,4.44,
SOFL,ROE,,,,,,,,,,54.5,66.21,36.14,
SOFL,ROA,,,,,,,,,,2.83,14.48,4.13,
SOFL,Return on Sales,,,,,,,,,,2.94,13.26,7.86,
SOFL,ROIC,,,,,,,,,,15.35,6.12,6.05,
SOFL,ROCE,,,,,,,,,,20.5244,53.593,27.7328,
SOFL,Net Margin,,,,,,,,,,1.4459,11.5297,4.206,
SOFL,Операционная маржа,,,,,,,,,,2.9595,1.5557,2.0962,
SOFL,EBITDA рентабельность,,,,,,,,,,5.4034,4.5817,6.1341,
SOFL,Тек. ливкидность,,,,,,,,,,0.8929,1.2254,1.0322,
SVAV,P/E,,,,,,,442.3,,,,,,
SVAV,P/B,,,,,,,0.76,,,,,,
SVAV,P/S,,,,,,,0.36,,,,,,
SVAV,P/CF,,,,,,,2.27,,,,,,
SVAV,P/FCF,,,24.45,,21.15,,2.69,,,,,,
SVAV,EV/S,,,,,,,0.45,,,,,,
SVAV,EV/EBITDA,,,,,,,37.12,,,,,,
SVAV,EV/EBIT,,,,,,,18.4469,,,,,,
SVAV,Коэффициент долга,,,,,,,0.63,,,,,,
SVAV,D/E,,,,,,,1.6681,,,,,,
SVAV,CAPEX/Выручка,,,,,,,2.495,,,,,,
SVAV,NetDebt/EBITDA,,,,,,,7.6985,,,,,,
SVAV,Долг/EBITDA,,,,,,,11.83,,,,,,
SVAV,ROE,,,,,,,0.24,,,,,,
SVAV,ROA,,,,,,,0.09,,,,,,
SVAV,Return on Sales,,,,,,,2.45,,,,,,
SVAV,ROIC,,,,,,,-4.47,,,,,,
SVAV,ROCE,,,,,,,4.2313,,,,,,
SVAV,Net Margin,,,,,,,0.1165,,,,,,
SVAV,Операционная маржа,,,,,,,-2.5913,,,,,,
SVAV,EBITDA рентабельность,,,,,,,1.2184,,,,,,
SVAV,Тек. ливкидность,,,,,,,1.1058,,,,,,
SVCB,Коэффициент долга,,,,,,,,,,0.88,0.91,0.93,
SVCB,D/E,,,,,,,,,,7.6912,10.3758,9.9901,
SVCB,CAPEX/Выручка,,,,,,,,,,1.3818,,,
SVCB,ROE,,,,,,,,,,20.46,-9.67,31.85,
SVCB,ROA,,,,,,,,,,2.35,-0.85,2.98,
SVCB,Net Margin,,,,,,,,,,29.6443,-13.3139,52.5613,
TATN,P/E,,,,,,,,9.24,11.51,5.81,2.84,5.71,
TATN,P/B,,,,,,,,2.38,1.44,1.23,0.74,1.38,
TATN,P/S,,,,,,,,1.91,1.5,0.96,0.57,1.03,
TATN,P/CF,,,,,,,,7.14,5.95,4.31,2.26,5.03,
TATN,P/FCF,,,,,,,,11.63,12.45,7.78,4.11,15.95,
TATN,EV/S,,,,,,,,1.92,1.49,0.93,0.46,1.0,
TATN,EV/EBITDA,,,,,,,,5.46,6.33,3.82,1.47,3.82,
TATN,EV/EBIT,,,,,,,,7.4127,9.2238,4.6704,1.7779,4.4791,
TATN,Коэффициент долга,,,,,,,,0.39,0.34,0.37,0.34,0.41,
TATN,D/E,,,,,,,,0.6491,0.5193,0.5925,0.5174,0.7083,
TATN,CAPEX/Выручка,,,,,,,,10.2965,13.1523,9.8821,11.2739,14.071,
TATN,NetDebt/EBITDA,,,,,,,,0.049,-0.0293,-0.117,-0.343,-0.148,
TATN,Долг/EBITDA,,,,,,,,0.13,0.18,0.11,0.03,0.06,
TATN,ROE,,,,,,,,25.64,12.33,21.08,25.8,23.91,
TATN,ROA,,,,,,,,15.55,8.12,13.24,17.0,14.0,
TATN,Return on Sales,,,,,,,,25.94,16.16,19.89,25.83,22.23,
TATN,ROIC,,,,,,,,22.03,10.63,18.37,23.81,20.34,
TATN,ROCE,,,,,,,,27.4158,13.2283,22.189,29.2426,25.718,
TATN,Net Margin,,,,,,,,20.6821,12.8891,16.5014,19.9631,18.0144,
TATN,Операционная маржа,,,,,,,,27.2795,17.352,20.5227,28.0553,22.4433,
TATN,EBITDA рентабельность,,,,,,,,35.2262,23.5361,24.3248,31.3296,26.0416,
TATN,Тек. ливкидность,,,,,,,,0.7069,0.8885,0.9766,1.0997,0.8775,
TATNP,P/E,,,,,,,,9.24,11.51,5.81,2.84,5.71,
TATNP,P/B,,,,,,,,2.38,1.44,1.23,0.74,1.38,
TATNP,P/S,,,,,,,,1.91,1.5,0.96,0.57,1.03,
TATNP,P/CF,,,,,,,,7.14,5.95,4.31,2.26,5.03,
TATNP,P/FCF,,,,,,,,11.63,12.45,7.78,4.11,15.95,
TATNP,EV/S,,,,,,,,1.92,1.49,0.93,0.46,1.0,
TATNP,EV/EBITDA,,,,,,,,5.46,6.33,3.82,1.47,3.82,
TATNP,EV/EBIT,,,,,,,,7.4127,9.2238,4.6704,1.7779,4.4791,
TATNP,Коэффициент долга,,,,,,,,0.39,0.34,0.37,0.34,0.41,
TATNP,D/E,,,,,,,,0.6491,0.5193,0.5925,0.5174,0.7083,
TATNP,CAPEX/Выручка,,,,,,,,10.2965,13.1523,9.8821,11.2739,14.071,
TATNP,NetDebt/EBITDA,,,,,,,,0.049,-0.0293,-0.117,-0.343,-0.148,
TATNP,Долг/EBITDA,,,,,,,,0.13,0.18,0.11,0.03,0.06,
TATNP,ROE,,,,,,,,25.64,12.33,21.08,25.8,23.91,
TATNP,ROA,,,,,,,,15.55,8.12,13.24,17.0,14.0,
TATNP,Return on Sales,,,,,,,,25.94,16.16,19.89,25.83,22.23,
TATNP,ROIC,,,,,,,,22.03,10.63,18.37,23.81,20.34,
TATNP,ROCE,,,,,,,,27.4158,13.2283,22.189,29.2426,25.718,
TATNP,Net Margin,,,,,,,,20.6821,12.8891,16.5014,19.9631,18.0144,
TATNP,Операционная маржа,,,,,,,,27.2795,17.352,20.5227,28.0553,22.4433,
TATNP,EBITDA рентабельность,,,,,,,,35.2262,23.5361,24.3248,31.3296,26.0416,
TATNP,Тек. ливкидность,,,,,,,,0.7069,0.8885,0.9766,1.0997,0.8775,
TCSG,P/E,,,,,,,,7.23,10.64,19.21,24.08,8.64,
TCSG,P/B,,,,,,,,2.72,3.7,6.92,2.46,2.34,
TCSG,P/S,,,,,,,,2.05,3.06,5.55,1.87,1.84,
TCSG,P/CF,,,,,,,,6.74,2.41,7.7,1.35,4.15,
TCSG,P/FCF,,,,,,,,7.59,2.48,8.34,1.42,5.29,
TCSG,Коэффициент долга,,,,,,,,0.83,0.85,0.87,0.87,0.86,
TCSG,D/E,,,,,,,,5.03,5.77,6.48,6.77,6.36,
TCSG,CAPEX/Выручка,,,,,,,,3.39,3.72,5.54,6.75,9.5,
TCSG,ROE,,,,,,,,37.6,34.81,35.99,10.11,27.07,
TCSG,ROA,,,,,,,,6.23,5.15,4.81,1.3,3.68,
TCSG,Net Margin,,,,,,,,28.33,28.76,28.86,7.69,21.25,
TGKA,P/E,,,,,,5.98,3.05,5.57,5.31,5.78,,,
TGKA,P/B,,,,,,0.42,0.27,0.38,0.33,0.29,,,
TGKA,P/S,,,,,,0.52,0.33,0.51,0.48,0.37,,,
TGKA,P/CF,,,,,,2.64,1.69,2.24,2.01,2.14,,,
TGKA,P/FCF,,,,,,6.57,4.47,5.83,5.8,47.4,,,
TGKA,EV/S,,,,,,0.72,0.47,0.58,0.66,0.52,,,
TGKA,EV/EBITDA,,,,,,3.09,2.06,2.49,2.62,2.49,,,
TGKA,EV/EBIT,,,,,,5.2733,3.3231,4.6129,5.4428,5.5319,,,
TGKA,Коэффициент долга,,,,,,0.29,0.26,0.28,0.27,0.25,,,
TGKA,D/E,,,,,,0.4064,0.345,0.386,0.373,0.3418,,,
TGKA,CAPEX/Выручка,,,,,,11.7641,12.3248,14.0087,15.6622,16.6865,,,
TGKA,NetDebt/EBITDA,,,,,,0.8671,0.5831,0.2829,0.7205,0.6896,,,
TGKA,Долг/EBITDA,,,,,,1.21,0.91,0.77,0.77,0.81,,,
TGKA,ROE,,,,,,6.81,8.35,6.07,5.94,4.9,,,
TGKA,ROA,,,,,,4.84,6.21,4.38,4.33,3.65,,,
TGKA,Return on Sales,,,,,,13.71,14.0,12.5,12.19,9.32,,,
TGKA,ROIC,,,,,,6.23,7.39,6.07,5.27,4.37,,,
TGKA,ROCE,,,,,,8.261,8.7344,7.8591,6.5476,5.471,,,
TGKA,Net Margin,,,,,,9.0709,11.2718,8.2157,9.2846,6.9554,,,
TGKA,Операционная маржа,,,,,,13.7146,14.0048,12.4914,12.177,9.3009,,,
TGKA,EBITDA рентабельность,,,,,,23.3884,22.6171,23.1455,25.3125,20.6991,,,
TGKA,Тек. ливкидность,,,,,,1.435,1.3144,1.0211,1.3343,1.6313,,,
TGKB,P/E,,,,,,,,1.64,-57.14,-6.41,6.53,-0.94,
TGKB,P/B,,,,,,,,0.2,0.21,0.2,0.14,0.74,
TGKB,P/S,,,,,,,,0.09,0.13,0.13,0.11,0.29,
TGKB,P/CF,,,,,,,,0.55,0.7,0.86,2.59,2.45,
TGKB,P/FCF,,,,,,,,0.72,0.87,1.13,5.29,3.26,
TGKB,EV/S,,,,,,,,0.5,0.42,0.34,0.36,0.5,
TGKB,EV/EBITDA,,,,,,,,2.5,4.56,3.33,3.01,-2.42,
TGKB,EV/EBIT,,,,,,,,3.8006,20.5413,15.5351,5.2889,-1.8526,
TGKB,Коэффициент долга,,,,,,,,0.73,0.62,0.59,0.54,0.66,
TGKB,D/E,,,,,,,,2.7635,1.6217,1.4268,1.1771,1.9839,
TGKB,CAPEX/Выручка,,,,,,,,3.6254,3.5652,3.6735,2.2207,2.9329,
TGKB,NetDebt/EBITDA,,,,,,,,2.0687,3.1467,2.0124,2.0611,-1.036,
TGKB,Долг/EBITDA,,,,,,,,2.12,3.21,2.16,2.18,-1.13,
TGKB,ROE,,,,,,,,12.27,-0.31,-3.01,2.2,-77.76,
TGKB,ROA,,,,,,,,3.26,-0.12,-1.24,1.01,-26.06,
TGKB,Return on Sales,,,,,,,,13.05,2.07,2.16,6.76,-27.08,
TGKB,ROIC,,,,,,,,9.07,0.07,-0.73,3.12,2.65,
TGKB,ROCE,,,,,,,,15.4107,2.0947,2.2659,6.0776,-51.4616,
TGKB,Net Margin,,,,,,,,5.2207,-0.1937,-1.9834,1.7624,-30.5531,
TGKB,Операционная маржа,,,,,,,,9.8789,1.1418,-0.8106,5.6305,1.4438,
TGKB,EBITDA рентабельность,,,,,,,,19.831,9.305,10.0547,11.8785,-20.6979,
TGKB,Тек. ливкидность,,,,,,,,0.9571,1.1126,1.0347,0.9819,0.3747,
TGKBP,P/E,,,,,,,,1.64,-57.14,-6.41,6.53,-0.94,
TGKBP,P/B,,,,,,,,0.2,0.21,0.2,0.14,0.74,
TGKBP,P/S,,,,,,,,0.09,0.13,0.13,0.11,0.29,
TGKBP,P/CF,,,,,,,,0.55,0.7,0.86,2.59,2.45,
TGKBP,P/FCF,,,,,,,,0.72,0.87,1.13,5.29,3.26,
TGKBP,EV/S,,,,,,,,0.5,0.42,0.34,0.36,0.5,
TGKBP,EV/EBITDA,,,,,,,,2.5,4.56,3.33,3.01,-2.42,
TGKBP,EV/EBIT,,,,,,,,3.8006,20.5413,15.5351,5.2889,-1.8526,
TGKBP,Коэффициент долга,,,,,,,,0.73,0.62,0.59,0.54,0.66,
TGKBP,D/E,,,,,,,,2.7635,1.6217,1.4268,1.1771,1.9839,
TGKBP,CAPEX/Выручка,,,,,,,,3.6254,3.5652,3.6735,2.2207,2.9329,
TGKBP,NetDebt/EBITDA,,,,,,,,2.0687,3.1467,2.0124,2.0611,-1.036,
TGKBP,Долг/EBITDA,,,,,,,,2.12,3.21,2.16,2.18,-1.13,
TGKBP,ROE,,,,,,,,12.27,-0.31,-3.01,2.2,-77.76,
TGKBP,ROA,,,,,,,,3.26,-0.12,-1.24,1.01,-26.06,
TGKBP,Return on Sales,,,,,,,,13.05,2.07,2.16,6.76,-27.08,
TGKBP,ROIC,,,,,,,,9.07,0.07,-0.73,3.12,2.65,
TGKBP,ROCE,,,,,,,,15.4107,2.0947,2.2659,6.0776,-51.4616,
TGKBP,Net Margin,,,,,,,,5.2207,-0.1937,-1.9834,1.7624,-30.5531,
TGKBP,Операционная маржа,,,,,,,,9.8789,1.1418,-0.8106,5.6305,1.4438,
TGKBP,EBITDA рентабельность,,,,,,,,19.831,9.305,10.0547,11.8785,-20.6979,
TGKBP,Тек. ливкидность,,,,,,,,0.9571,1.1126,1.0347,0.9819,0.3747,
TGKJ,EV/S,,,,,,,0.37,0.53,0.47,0.63,2.03,,
TGKJ,EV/EBITDA,,,,,,,0.96,1.19,1.02,1.5,4.26,,
TGKJ,EV/EBIT,,,,,,,1.3521,1.6188,1.432,2.192,6.1182,,
TGKJ,Коэффициент долга,,,,,,,0.4,0.42,0.45,0.52,0.6,,
TGKJ,D/E,,,,,,,0.6666,0.7322,0.8331,1.0973,1.5207,,
TGKJ,CAPEX/Выручка,,,,,,,5.0124,4.7778,3.2581,3.5188,5.5342,,
TGKJ,NetDebt/EBITDA,,,,,,,0.9617,1.192,1.0214,1.498,1.9463,,
TGKJ,Долг/EBITDA,,,,,,,1.79,1.6,1.66,2.27,2.91,,
TGKJ,ROE,,,,,,,12.53,16.11,15.62,17.5,13.08,,
TGKJ,ROA,,,,,,,7.52,9.3,8.52,8.35,5.19,,
TGKJ,Return on Sales,,,,,,,27.62,32.43,32.97,28.56,33.26,,
TGKJ,ROIC,,,,,,,9.38,11.3,10.33,13.86,12.13,,
TGKJ,ROCE,,,,,,,11.699,14.4175,13.675,18.47,16.7835,,
TGKJ,Net Margin,,,,,,,18.7429,21.8684,22.4853,19.7117,14.9936,,
TGKJ,Операционная маржа,,,,,,,28.1108,32.1417,31.678,26.83,30.5639,,
TGKJ,EBITDA рентабельность,,,,,,,38.8302,44.0471,46.2231,41.7942,47.7472,,
TGKJ,Тек. ливкидность,,,,,,,4.043,3.8476,2.6981,0.6238,0.754,,
TGKN,P/E,,,,,,,,18.77,14.54,27.69,6.02,9.95,
TGKN,P/B,,,,,,,,0.9,0.62,0.53,0.78,2.06,
TGKN,P/S,,,,,,,,0.43,0.32,0.27,0.24,0.92,
TGKN,P/CF,,,,,,,,2.94,2.25,2.22,1.08,3.68,
TGKN,P/FCF,,,,,,,,12.11,4.95,8.57,1.67,5.13,
TGKN,EV/S,,,,,,,,0.58,0.4,0.33,0.32,1.1,
TGKN,EV/EBITDA,,,,,,,,4.24,3.53,2.97,2.38,6.23,
TGKN,EV/EBIT,,,,,,,,12.8057,8.699,11.309,4.7268,8.75,
TGKN,Коэффициент долга,,,,,,,,0.49,0.46,0.46,0.67,0.65,
TGKN,D/E,,,,,,,,0.943,0.8651,0.8572,2.0714,1.8832,
TGKN,CAPEX/Выручка,,,,,,,,11.1357,7.7211,9.044,7.7789,7.1059,
TGKN,NetDebt/EBITDA,,,,,,,,1.0648,0.7463,0.5075,0.6197,0.9873,
TGKN,Долг/EBITDA,,,,,,,,1.27,1.17,1.14,0.89,2.65,
TGKN,ROE,,,,,,,,4.78,4.27,1.9,12.94,20.69,
TGKN,ROA,,,,,,,,2.46,2.29,1.02,4.21,7.18,
TGKN,Return on Sales,,,,,,,,4.52,4.64,2.89,6.76,12.51,
TGKN,ROIC,,,,,,,,4.7,5.03,2.46,10.7,10.73,
TGKN,ROCE,,,,,,,,6.9925,7.3606,4.6819,16.214,14.1269,
TGKN,Net Margin,,,,,,,,2.3087,2.1903,0.979,3.9294,9.2577,
TGKN,Операционная маржа,,,,,,,,4.5199,4.6412,2.8911,6.7609,12.5147,
TGKN,EBITDA рентабельность,,,,,,,,13.6664,11.43,11.0024,13.4137,17.5909,
TGKN,Тек. ливкидность,,,,,,,,0.763,0.7149,0.683,0.3913,1.0888,
TRMK,P/E,,,,,,,,15.66,2.62,10.8,2.02,5.25,
TRMK,P/B,,,,,,,,1.12,0.91,1.8,1.3,2.43,
TRMK,P/S,,,,,,,,0.2,0.29,0.18,0.14,0.37,
TRMK,P/CF,,,,,,,,1.58,1.31,0.79,2.41,3.16,
TRMK,P/FCF,,,,,,,,2.61,1.69,0.95,5.15,8.71,
TRMK,EV/S,,,,,,,,0.74,0.73,0.71,0.52,0.83,
TRMK,EV/EBITDA,,,,,,,,6.8,3.82,4.86,2.89,3.46,
TRMK,EV/EBIT,,,,,,,,11.291,3.8421,9.3112,3.7827,5.5825,
TRMK,Коэффициент долга,,,,,,,,0.85,0.83,0.94,0.89,0.85,
TRMK,D/E,,,,,,,,5.5712,4.8429,14.6895,7.804,5.7449,
TRMK,CAPEX/Выручка,,,,,,,,4.8402,4.9775,3.7188,2.9974,7.5754,
TRMK,NetDebt/EBITDA,,,,,,,,5.0013,2.3234,3.6571,2.1293,1.8909,
TRMK,Долг/EBITDA,,,,,,,,5.5,4.71,5.32,2.52,2.46,
TRMK,ROE,,,,,,,,7.36,33.88,16.33,61.51,45.42,
TRMK,ROA,,,,,,,,1.12,5.8,1.04,6.99,6.73,
TRMK,Return on Sales,,,,,,,,6.53,18.97,7.6,13.63,14.81,
TRMK,ROIC,,,,,,,,9.11,4.68,5.85,25.72,24.58,
TRMK,ROCE,,,,,,,,10.8138,15.9774,8.7524,30.1704,28.2627,
TRMK,Net Margin,,,,,,,,1.2796,10.9159,1.6744,6.664,7.2362,
TRMK,Операционная маржа,,,,,,,,8.3985,6.9405,8.2083,15.2812,17.205,
TRMK,EBITDA рентабельность,,,,,,,,10.8351,19.0818,14.5461,17.8407,23.9038,
TRMK,Тек. ливкидность,,,,,,,,1.2859,1.4935,1.0976,1.063,1.0428,
TRNFP,P/E,,,,,,,5.45,7.14,7.65,,2.6,,
TRNFP,P/B,,,,,,,0.6,0.6,0.47,,0.25,,
TRNFP,P/S,,,,,,,1.25,1.2,1.06,,0.52,,
TRNFP,P/CF,,,,,,,3.53,3.55,3.01,,1.49,,
TRNFP,P/FCF,,,,,,,15.79,14.12,7.33,,2.93,,
TRNFP,EV/S,,,,,,,1.83,1.72,1.61,,0.78,,
TRNFP,EV/EBITDA,,,,,,,3.76,3.76,3.72,,1.78,,
TRNFP,EV/EBIT,,,,,,,5.9988,6.5633,7.8308,,2.9771,,
TRNFP,Коэффициент долга,,,,,,,0.35,0.35,0.33,,0.27,,
TRNFP,D/E,,,,,,,0.5449,0.5351,0.4988,,0.3705,,
TRNFP,CAPEX/Выручка,,,,,,,27.4284,25.4277,20.7105,,17.1803,,
TRNFP,NetDebt/EBITDA,,,,,,,1.1958,1.1342,1.2691,,0.5818,,
TRNFP,Долг/EBITDA,,,,,,,1.41,1.31,1.42,,0.81,,
TRNFP,ROE,,,,,,,10.92,9.09,5.97,,10.0,,
TRNFP,ROA,,,,,,,7.07,5.92,3.98,,7.3,,
TRNFP,Return on Sales,,,,,,,30.51,26.28,20.51,,26.14,,
TRNFP,ROIC,,,,,,,7.16,7.37,5.52,,7.67,,
TRNFP,ROCE,,,,,,,10.3287,9.2394,6.5228,,9.96,,
TRNFP,Net Margin,,,,,,,23.0023,18.5278,13.7855,,21.0808,,
TRNFP,Операционная маржа,,,,,,,26.0486,26.0464,23.4462,,24.7445,,
TRNFP,EBITDA рентабельность,,,,,,,48.7393,45.8946,43.1233,,43.8444,,
TRNFP,Тек. ливкидность,,,,,,,1.3811,1.5554,1.6072,,2.262,,
TTLK,P/E,,,,,,,,5.84,,,,,
TTLK,P/B,,,,,,,,0.75,,,,,
TTLK,P/S,,,,,,,,0.5,,,,,
TTLK,P/CF,,,,,,,,1.68,,,,,
TTLK,P/FCF,,,,,,,,2.74,,,,,
TTLK,EV/S,,,,,,,,0.62,,,,,
TTLK,EV/EBITDA,,,,,,,,2.05,,,,,
TTLK,EV/EBIT,,,,,,,,4.5887,,,,,
TTLK,Коэффициент долга,,,,,,,,0.51,,,,,
TTLK,D/E,,,,,,,,1.0295,,,,,
TTLK,CAPEX/Выручка,,,,,,,,11.3746,,,,,
TTLK,NetDebt/EBITDA,,,,,,,,0.4199,,,,,
TTLK,Долг/EBITDA,,,,1.61,3.28,1.36,1.15,0.77,,,,,
TTLK,ROE,,,,,,,,12.85,,,,,
TTLK,ROA,,,,,,,,6.33,,,,,
TTLK,Return on Sales,,,,,,,,13.57,,,,,
TTLK,ROIC,,,,,,,,9.83,,,,,
TTLK,ROCE,,,,,,,,13.1488,,,,,
TTLK,Net Margin,,,,,,,,8.4786,,,,,
TTLK,Операционная маржа,,,,,,,,13.2735,,,,,
TTLK,EBITDA рентабельность,,,,,,,,30.3089,,,,,
TTLK,Тек. ливкидность,,,,,,,,0.984,,,,,
UGLD,P/E,,,,,,,,,,,,197.96,
UGLD,P/B,,,,,,,,,,,,4.15,
UGLD,P/S,,,,,,,,,,,,1.99,
UGLD,P/CF,,,,,,,,,,,,7.46,
UGLD,EV/S,,,,,,,,,0.56,0.8,2.94,2.48,
UGLD,EV/EBITDA,,,,,,,,,1.2,1.8,-14.52,12.71,
UGLD,EV/EBIT,,,,,,,,,1.5718,2.6509,-7.8634,45.3306,
UGLD,Коэффициент долга,,,,,,,,,0.58,0.64,0.74,0.73,
UGLD,D/E,,,,,,,,,1.3761,1.7889,2.8799,2.6963,
UGLD,CAPEX/Выручка,,,,,,,,,19.6912,33.6869,33.1277,28.8854,
UGLD,NetDebt/EBITDA,,,,,,,,,1.1988,1.7997,-4.3919,2.5052,
UGLD,Долг/EBITDA,,,,,,,,,1.23,1.87,-4.45,2.55,
UGLD,ROE,,,,,,,,,39.62,28.63,-78.5,2.11,
UGLD,ROA,,,,,,,,,16.68,10.26,-20.23,0.57,
UGLD,Return on Sales,,,,,,,,,35.57,30.19,-37.4,5.48,
UGLD,ROIC,,,,,,,,,32.94,25.78,20.74,9.67,
UGLD,ROCE,,,,,,,,,41.1406,30.4776,-51.3463,4.7876,
UGLD,Net Margin,,,,,,,,,27.4918,22.5177,-35.1452,1.0135,
UGLD,Операционная маржа,,,,,,,,,35.1943,31.7003,17.655,20.4072,
UGLD,EBITDA рентабельность,,,,,,,,,46.64,44.4666,-20.2493,19.5471,
UGLD,Тек. ливкидность,,,,,,,,,0.3722,0.3293,0.3607,0.5863,
UNAC,P/E,,,,,,,,-5.4,-1.28,-18.83,-11.37,-19.46,
UNAC,P/B,,,,,,,,-18.56,-1.29,-2.01,-1.58,9.61,
UNAC,P/S,,,,,,,,0.89,0.45,0.69,0.83,1.46,
UNAC,P/CF,,,,,,,,15.73,16.56,12.67,-3.03,-235.16,
UNAC,EV/S,,,,,,,,2.0,1.38,1.56,2.4,2.35,
UNAC,EV/EBITDA,,,,,,,,-105.93,-5.15,87.21,-48.3,253.08,
